task_id,benchmark_id,benchmark_name,model_id,model_name,image_id,image_name
541,1,newspaper_date,2,gpt-4.omini,16,Honolulu_Star_Advertiser_Sun__Oct_9__2016_ (4).png
542,1,newspaper_date,2,gpt-4.omini,17,Messenger_Inquirer_Sun__Oct_12__1997_ (5).png
543,1,newspaper_date,2,gpt-4.omini,18,Statesman_Journal_Sun__Jan_17__1999_ (22).png
544,1,newspaper_date,2,gpt-4.omini,19,Statesman_Journal_Sun__Nov_8__1998_ (24).png
545,1,newspaper_date,2,gpt-4.omini,20,Statesman_Journal_Sun__Sep_5__1999_ (16).png
546,1,newspaper_date,2,gpt-4.omini,21,The_Arizona_Republic_Sun__Mar_5__2000_ (32).png
547,1,newspaper_date,2,gpt-4.omini,22,The_Californian_Sun__May_31__1998_ (7).png
548,1,newspaper_date,2,gpt-4.omini,23,The_Honolulu_Advertiser_Sun__Feb_9__1997_ (11).png
549,1,newspaper_date,2,gpt-4.omini,24,The_Honolulu_Advertiser_Sun__Mar_21__2004_ (15).png
550,1,newspaper_date,2,gpt-4.omini,25,The_Honolulu_Advertiser_Sun__Mar_9__2003_ (2).png
551,1,newspaper_date,2,gpt-4.omini,26,The_Honolulu_Advertiser_Sun__May_26__2002_ (1).png
552,1,newspaper_date,2,gpt-4.omini,27,The_Honolulu_Advertiser_Sun__Sep_28__1997_ (16).png
553,1,newspaper_date,2,gpt-4.omini,28,The_Kansas_City_Star_Sun__Apr_3__2005_ (2).png
554,1,newspaper_date,2,gpt-4.omini,29,The_Kansas_City_Star_Sun__Sep_15__2002_ (2).png
555,1,newspaper_date,2,gpt-4.omini,30,The_Monitor_Sun__Nov_6__1994_ (8).png
556,1,newspaper_date,2,gpt-4.omini,31,The_News_Tribune_Sun__Mar_27__2011_ (17).png
557,1,newspaper_date,2,gpt-4.omini,32,The_Palm_Beach_Post_Sun__May_22__1994_ (60).png
558,1,newspaper_date,2,gpt-4.omini,33,The_Sentinel_Sun__Jun_29__1997_ (2).png
559,1,newspaper_date,2,gpt-4.omini,34,The_Sentinel_Sun__Nov_16__1997_.png
560,1,newspaper_date,3,gpt-4o,0,Arizona_Republic_Sun__Dec_17__2000_ (15).png
561,1,newspaper_date,3,gpt-4o,1,Austin_American_Statesman_Sun__Aug_3__2014_ (10).png
562,1,newspaper_date,3,gpt-4o,2,Austin_American_Statesman_Sun__Feb_22__2015_ (1).png
563,1,newspaper_date,3,gpt-4o,3,Austin_American_Statesman_Sun__Jan_12__2014_ (10).png
564,1,newspaper_date,3,gpt-4o,4,Austin_American_Statesman_Sun__Nov_23__2014_ (11).png
565,1,newspaper_date,3,gpt-4o,5,Chicago_Tribune_Sun__May_28__1995_ (30).png
566,1,newspaper_date,3,gpt-4o,6,Chicago_Tribune_Sun__Oct_30__1994_ (29).png
567,1,newspaper_date,3,gpt-4o,7,Daily_News_Sun__Apr_13__2008_ (6).png
568,1,newspaper_date,3,gpt-4o,8,Daily_News_Sun__Apr_25__2010_ (11).png
569,1,newspaper_date,3,gpt-4o,9,Daily_News_Sun__Jun_17__2012_ (2).png
570,1,newspaper_date,3,gpt-4o,10,Daily_News_Sun__Jun_9__2013_.png
571,1,newspaper_date,3,gpt-4o,11,Daily_News_Sun__Mar_11__2012_ (17).png
572,1,newspaper_date,3,gpt-4o,12,Daily_News_Sun__Mar_30__2014_ (2).png
573,1,newspaper_date,3,gpt-4o,13,Daily_News_Sun__May_15__2016_ (12).png
574,1,newspaper_date,3,gpt-4o,14,Daily_News_Sun__Oct_14__2007_ (8).png
575,1,newspaper_date,3,gpt-4o,15,Daily_News_Sun__Oct_18__2009_ (33).png
576,1,newspaper_date,3,gpt-4o,16,Honolulu_Star_Advertiser_Sun__Oct_9__2016_ (4).png
577,1,newspaper_date,3,gpt-4o,17,Messenger_Inquirer_Sun__Oct_12__1997_ (5).png
578,1,newspaper_date,3,gpt-4o,18,Statesman_Journal_Sun__Jan_17__1999_ (22).png
579,1,newspaper_date,3,gpt-4o,19,Statesman_Journal_Sun__Nov_8__1998_ (24).png
580,1,newspaper_date,3,gpt-4o,20,Statesman_Journal_Sun__Sep_5__1999_ (16).png
581,1,newspaper_date,3,gpt-4o,21,The_Arizona_Republic_Sun__Mar_5__2000_ (32).png
582,1,newspaper_date,3,gpt-4o,22,The_Californian_Sun__May_31__1998_ (7).png
583,1,newspaper_date,3,gpt-4o,23,The_Honolulu_Advertiser_Sun__Feb_9__1997_ (11).png
584,1,newspaper_date,3,gpt-4o,24,The_Honolulu_Advertiser_Sun__Mar_21__2004_ (15).png
585,1,newspaper_date,3,gpt-4o,25,The_Honolulu_Advertiser_Sun__Mar_9__2003_ (2).png
586,1,newspaper_date,3,gpt-4o,26,The_Honolulu_Advertiser_Sun__May_26__2002_ (1).png
587,1,newspaper_date,3,gpt-4o,27,The_Honolulu_Advertiser_Sun__Sep_28__1997_ (16).png
588,1,newspaper_date,3,gpt-4o,28,The_Kansas_City_Star_Sun__Apr_3__2005_ (2).png
589,1,newspaper_date,3,gpt-4o,29,The_Kansas_City_Star_Sun__Sep_15__2002_ (2).png
590,1,newspaper_date,3,gpt-4o,30,The_Monitor_Sun__Nov_6__1994_ (8).png
591,1,newspaper_date,3,gpt-4o,31,The_News_Tribune_Sun__Mar_27__2011_ (17).png
592,1,newspaper_date,3,gpt-4o,32,The_Palm_Beach_Post_Sun__May_22__1994_ (60).png
593,1,newspaper_date,3,gpt-4o,33,The_Sentinel_Sun__Jun_29__1997_ (2).png
594,1,newspaper_date,3,gpt-4o,34,The_Sentinel_Sun__Nov_16__1997_.png
595,1,newspaper_date,4,gpt-4.1,0,Arizona_Republic_Sun__Dec_17__2000_ (15).png
596,1,newspaper_date,4,gpt-4.1,1,Austin_American_Statesman_Sun__Aug_3__2014_ (10).png
597,1,newspaper_date,4,gpt-4.1,2,Austin_American_Statesman_Sun__Feb_22__2015_ (1).png
598,1,newspaper_date,4,gpt-4.1,3,Austin_American_Statesman_Sun__Jan_12__2014_ (10).png
599,1,newspaper_date,4,gpt-4.1,4,Austin_American_Statesman_Sun__Nov_23__2014_ (11).png
600,1,newspaper_date,4,gpt-4.1,5,Chicago_Tribune_Sun__May_28__1995_ (30).png
601,1,newspaper_date,4,gpt-4.1,6,Chicago_Tribune_Sun__Oct_30__1994_ (29).png
602,1,newspaper_date,4,gpt-4.1,7,Daily_News_Sun__Apr_13__2008_ (6).png
603,1,newspaper_date,4,gpt-4.1,8,Daily_News_Sun__Apr_25__2010_ (11).png
604,1,newspaper_date,4,gpt-4.1,9,Daily_News_Sun__Jun_17__2012_ (2).png
605,1,newspaper_date,4,gpt-4.1,10,Daily_News_Sun__Jun_9__2013_.png
606,1,newspaper_date,4,gpt-4.1,11,Daily_News_Sun__Mar_11__2012_ (17).png
607,1,newspaper_date,4,gpt-4.1,12,Daily_News_Sun__Mar_30__2014_ (2).png
608,1,newspaper_date,4,gpt-4.1,13,Daily_News_Sun__May_15__2016_ (12).png
609,1,newspaper_date,4,gpt-4.1,14,Daily_News_Sun__Oct_14__2007_ (8).png
610,1,newspaper_date,4,gpt-4.1,15,Daily_News_Sun__Oct_18__2009_ (33).png
611,1,newspaper_date,4,gpt-4.1,16,Honolulu_Star_Advertiser_Sun__Oct_9__2016_ (4).png
612,1,newspaper_date,4,gpt-4.1,17,Messenger_Inquirer_Sun__Oct_12__1997_ (5).png
613,1,newspaper_date,4,gpt-4.1,18,Statesman_Journal_Sun__Jan_17__1999_ (22).png
614,1,newspaper_date,4,gpt-4.1,19,Statesman_Journal_Sun__Nov_8__1998_ (24).png
615,1,newspaper_date,4,gpt-4.1,20,Statesman_Journal_Sun__Sep_5__1999_ (16).png
616,1,newspaper_date,4,gpt-4.1,21,The_Arizona_Republic_Sun__Mar_5__2000_ (32).png
617,1,newspaper_date,4,gpt-4.1,22,The_Californian_Sun__May_31__1998_ (7).png
618,1,newspaper_date,4,gpt-4.1,23,The_Honolulu_Advertiser_Sun__Feb_9__1997_ (11).png
619,1,newspaper_date,4,gpt-4.1,24,The_Honolulu_Advertiser_Sun__Mar_21__2004_ (15).png
620,1,newspaper_date,4,gpt-4.1,25,The_Honolulu_Advertiser_Sun__Mar_9__2003_ (2).png
621,1,newspaper_date,4,gpt-4.1,26,The_Honolulu_Advertiser_Sun__May_26__2002_ (1).png
622,1,newspaper_date,4,gpt-4.1,27,The_Honolulu_Advertiser_Sun__Sep_28__1997_ (16).png
623,1,newspaper_date,4,gpt-4.1,28,The_Kansas_City_Star_Sun__Apr_3__2005_ (2).png
624,1,newspaper_date,4,gpt-4.1,29,The_Kansas_City_Star_Sun__Sep_15__2002_ (2).png
625,1,newspaper_date,4,gpt-4.1,30,The_Monitor_Sun__Nov_6__1994_ (8).png
626,1,newspaper_date,4,gpt-4.1,31,The_News_Tribune_Sun__Mar_27__2011_ (17).png
627,1,newspaper_date,4,gpt-4.1,32,The_Palm_Beach_Post_Sun__May_22__1994_ (60).png
628,1,newspaper_date,4,gpt-4.1,33,The_Sentinel_Sun__Jun_29__1997_ (2).png
629,1,newspaper_date,4,gpt-4.1,34,The_Sentinel_Sun__Nov_16__1997_.png
630,1,newspaper_date,5,gpt-5,0,Arizona_Republic_Sun__Dec_17__2000_ (15).png
631,1,newspaper_date,5,gpt-5,1,Austin_American_Statesman_Sun__Aug_3__2014_ (10).png
632,1,newspaper_date,5,gpt-5,2,Austin_American_Statesman_Sun__Feb_22__2015_ (1).png
633,1,newspaper_date,5,gpt-5,3,Austin_American_Statesman_Sun__Jan_12__2014_ (10).png
634,1,newspaper_date,5,gpt-5,4,Austin_American_Statesman_Sun__Nov_23__2014_ (11).png
635,1,newspaper_date,5,gpt-5,5,Chicago_Tribune_Sun__May_28__1995_ (30).png
636,1,newspaper_date,5,gpt-5,6,Chicago_Tribune_Sun__Oct_30__1994_ (29).png
637,1,newspaper_date,5,gpt-5,7,Daily_News_Sun__Apr_13__2008_ (6).png
638,1,newspaper_date,5,gpt-5,8,Daily_News_Sun__Apr_25__2010_ (11).png
639,1,newspaper_date,5,gpt-5,9,Daily_News_Sun__Jun_17__2012_ (2).png
640,1,newspaper_date,5,gpt-5,10,Daily_News_Sun__Jun_9__2013_.png
641,1,newspaper_date,5,gpt-5,11,Daily_News_Sun__Mar_11__2012_ (17).png
642,1,newspaper_date,5,gpt-5,12,Daily_News_Sun__Mar_30__2014_ (2).png
643,1,newspaper_date,5,gpt-5,13,Daily_News_Sun__May_15__2016_ (12).png
644,1,newspaper_date,5,gpt-5,14,Daily_News_Sun__Oct_14__2007_ (8).png
645,1,newspaper_date,5,gpt-5,15,Daily_News_Sun__Oct_18__2009_ (33).png
646,1,newspaper_date,5,gpt-5,16,Honolulu_Star_Advertiser_Sun__Oct_9__2016_ (4).png
647,1,newspaper_date,5,gpt-5,17,Messenger_Inquirer_Sun__Oct_12__1997_ (5).png
648,1,newspaper_date,5,gpt-5,18,Statesman_Journal_Sun__Jan_17__1999_ (22).png
649,1,newspaper_date,5,gpt-5,19,Statesman_Journal_Sun__Nov_8__1998_ (24).png
650,1,newspaper_date,5,gpt-5,20,Statesman_Journal_Sun__Sep_5__1999_ (16).png
651,1,newspaper_date,5,gpt-5,21,The_Arizona_Republic_Sun__Mar_5__2000_ (32).png
652,1,newspaper_date,5,gpt-5,22,The_Californian_Sun__May_31__1998_ (7).png
653,1,newspaper_date,5,gpt-5,23,The_Honolulu_Advertiser_Sun__Feb_9__1997_ (11).png
654,1,newspaper_date,5,gpt-5,24,The_Honolulu_Advertiser_Sun__Mar_21__2004_ (15).png
655,1,newspaper_date,5,gpt-5,25,The_Honolulu_Advertiser_Sun__Mar_9__2003_ (2).png
656,1,newspaper_date,5,gpt-5,26,The_Honolulu_Advertiser_Sun__May_26__2002_ (1).png
657,1,newspaper_date,5,gpt-5,27,The_Honolulu_Advertiser_Sun__Sep_28__1997_ (16).png
658,1,newspaper_date,5,gpt-5,28,The_Kansas_City_Star_Sun__Apr_3__2005_ (2).png
659,1,newspaper_date,5,gpt-5,29,The_Kansas_City_Star_Sun__Sep_15__2002_ (2).png
660,1,newspaper_date,5,gpt-5,30,The_Monitor_Sun__Nov_6__1994_ (8).png
661,1,newspaper_date,5,gpt-5,31,The_News_Tribune_Sun__Mar_27__2011_ (17).png
662,1,newspaper_date,5,gpt-5,32,The_Palm_Beach_Post_Sun__May_22__1994_ (60).png
663,1,newspaper_date,5,gpt-5,33,The_Sentinel_Sun__Jun_29__1997_ (2).png
664,1,newspaper_date,5,gpt-5,34,The_Sentinel_Sun__Nov_16__1997_.png
665,1,newspaper_date,6,gpt-5-mini,0,Arizona_Republic_Sun__Dec_17__2000_ (15).png
666,1,newspaper_date,6,gpt-5-mini,1,Austin_American_Statesman_Sun__Aug_3__2014_ (10).png
667,1,newspaper_date,6,gpt-5-mini,2,Austin_American_Statesman_Sun__Feb_22__2015_ (1).png
668,1,newspaper_date,6,gpt-5-mini,3,Austin_American_Statesman_Sun__Jan_12__2014_ (10).png
669,1,newspaper_date,6,gpt-5-mini,4,Austin_American_Statesman_Sun__Nov_23__2014_ (11).png
670,1,newspaper_date,6,gpt-5-mini,5,Chicago_Tribune_Sun__May_28__1995_ (30).png
671,1,newspaper_date,6,gpt-5-mini,6,Chicago_Tribune_Sun__Oct_30__1994_ (29).png
672,1,newspaper_date,6,gpt-5-mini,7,Daily_News_Sun__Apr_13__2008_ (6).png
673,1,newspaper_date,6,gpt-5-mini,8,Daily_News_Sun__Apr_25__2010_ (11).png
674,1,newspaper_date,6,gpt-5-mini,9,Daily_News_Sun__Jun_17__2012_ (2).png
675,1,newspaper_date,6,gpt-5-mini,10,Daily_News_Sun__Jun_9__2013_.png
676,1,newspaper_date,6,gpt-5-mini,11,Daily_News_Sun__Mar_11__2012_ (17).png
677,1,newspaper_date,6,gpt-5-mini,12,Daily_News_Sun__Mar_30__2014_ (2).png
678,1,newspaper_date,6,gpt-5-mini,13,Daily_News_Sun__May_15__2016_ (12).png
679,1,newspaper_date,6,gpt-5-mini,14,Daily_News_Sun__Oct_14__2007_ (8).png
680,1,newspaper_date,6,gpt-5-mini,15,Daily_News_Sun__Oct_18__2009_ (33).png
681,1,newspaper_date,6,gpt-5-mini,16,Honolulu_Star_Advertiser_Sun__Oct_9__2016_ (4).png
682,1,newspaper_date,6,gpt-5-mini,17,Messenger_Inquirer_Sun__Oct_12__1997_ (5).png
683,1,newspaper_date,6,gpt-5-mini,18,Statesman_Journal_Sun__Jan_17__1999_ (22).png
684,1,newspaper_date,6,gpt-5-mini,19,Statesman_Journal_Sun__Nov_8__1998_ (24).png
685,1,newspaper_date,6,gpt-5-mini,20,Statesman_Journal_Sun__Sep_5__1999_ (16).png
686,1,newspaper_date,6,gpt-5-mini,21,The_Arizona_Republic_Sun__Mar_5__2000_ (32).png
687,1,newspaper_date,6,gpt-5-mini,22,The_Californian_Sun__May_31__1998_ (7).png
688,1,newspaper_date,6,gpt-5-mini,23,The_Honolulu_Advertiser_Sun__Feb_9__1997_ (11).png
689,1,newspaper_date,6,gpt-5-mini,24,The_Honolulu_Advertiser_Sun__Mar_21__2004_ (15).png
690,1,newspaper_date,6,gpt-5-mini,25,The_Honolulu_Advertiser_Sun__Mar_9__2003_ (2).png
691,1,newspaper_date,6,gpt-5-mini,26,The_Honolulu_Advertiser_Sun__May_26__2002_ (1).png
692,1,newspaper_date,6,gpt-5-mini,27,The_Honolulu_Advertiser_Sun__Sep_28__1997_ (16).png
693,1,newspaper_date,6,gpt-5-mini,28,The_Kansas_City_Star_Sun__Apr_3__2005_ (2).png
694,1,newspaper_date,6,gpt-5-mini,29,The_Kansas_City_Star_Sun__Sep_15__2002_ (2).png
695,1,newspaper_date,6,gpt-5-mini,30,The_Monitor_Sun__Nov_6__1994_ (8).png
696,1,newspaper_date,6,gpt-5-mini,31,The_News_Tribune_Sun__Mar_27__2011_ (17).png
697,1,newspaper_date,6,gpt-5-mini,32,The_Palm_Beach_Post_Sun__May_22__1994_ (60).png
698,1,newspaper_date,6,gpt-5-mini,33,The_Sentinel_Sun__Jun_29__1997_ (2).png
699,1,newspaper_date,6,gpt-5-mini,34,The_Sentinel_Sun__Nov_16__1997_.png
700,1,newspaper_date,7,claude-3-haiku,0,Arizona_Republic_Sun__Dec_17__2000_ (15).png
701,1,newspaper_date,7,claude-3-haiku,1,Austin_American_Statesman_Sun__Aug_3__2014_ (10).png
702,1,newspaper_date,7,claude-3-haiku,2,Austin_American_Statesman_Sun__Feb_22__2015_ (1).png
703,1,newspaper_date,7,claude-3-haiku,3,Austin_American_Statesman_Sun__Jan_12__2014_ (10).png
704,1,newspaper_date,7,claude-3-haiku,4,Austin_American_Statesman_Sun__Nov_23__2014_ (11).png
705,1,newspaper_date,7,claude-3-haiku,5,Chicago_Tribune_Sun__May_28__1995_ (30).png
706,1,newspaper_date,7,claude-3-haiku,6,Chicago_Tribune_Sun__Oct_30__1994_ (29).png
707,1,newspaper_date,7,claude-3-haiku,7,Daily_News_Sun__Apr_13__2008_ (6).png
708,1,newspaper_date,7,claude-3-haiku,8,Daily_News_Sun__Apr_25__2010_ (11).png
709,1,newspaper_date,7,claude-3-haiku,9,Daily_News_Sun__Jun_17__2012_ (2).png
710,1,newspaper_date,7,claude-3-haiku,10,Daily_News_Sun__Jun_9__2013_.png
711,1,newspaper_date,7,claude-3-haiku,11,Daily_News_Sun__Mar_11__2012_ (17).png
712,1,newspaper_date,7,claude-3-haiku,12,Daily_News_Sun__Mar_30__2014_ (2).png
713,1,newspaper_date,7,claude-3-haiku,13,Daily_News_Sun__May_15__2016_ (12).png
714,1,newspaper_date,7,claude-3-haiku,14,Daily_News_Sun__Oct_14__2007_ (8).png
715,1,newspaper_date,7,claude-3-haiku,15,Daily_News_Sun__Oct_18__2009_ (33).png
716,1,newspaper_date,7,claude-3-haiku,16,Honolulu_Star_Advertiser_Sun__Oct_9__2016_ (4).png
717,1,newspaper_date,7,claude-3-haiku,17,Messenger_Inquirer_Sun__Oct_12__1997_ (5).png
718,1,newspaper_date,7,claude-3-haiku,18,Statesman_Journal_Sun__Jan_17__1999_ (22).png
719,1,newspaper_date,7,claude-3-haiku,19,Statesman_Journal_Sun__Nov_8__1998_ (24).png
720,1,newspaper_date,7,claude-3-haiku,20,Statesman_Journal_Sun__Sep_5__1999_ (16).png
721,1,newspaper_date,7,claude-3-haiku,21,The_Arizona_Republic_Sun__Mar_5__2000_ (32).png
722,1,newspaper_date,7,claude-3-haiku,22,The_Californian_Sun__May_31__1998_ (7).png
723,1,newspaper_date,7,claude-3-haiku,23,The_Honolulu_Advertiser_Sun__Feb_9__1997_ (11).png
724,1,newspaper_date,7,claude-3-haiku,24,The_Honolulu_Advertiser_Sun__Mar_21__2004_ (15).png
725,1,newspaper_date,7,claude-3-haiku,25,The_Honolulu_Advertiser_Sun__Mar_9__2003_ (2).png
726,1,newspaper_date,7,claude-3-haiku,26,The_Honolulu_Advertiser_Sun__May_26__2002_ (1).png
727,1,newspaper_date,7,claude-3-haiku,27,The_Honolulu_Advertiser_Sun__Sep_28__1997_ (16).png
728,1,newspaper_date,7,claude-3-haiku,28,The_Kansas_City_Star_Sun__Apr_3__2005_ (2).png
729,1,newspaper_date,7,claude-3-haiku,29,The_Kansas_City_Star_Sun__Sep_15__2002_ (2).png
730,1,newspaper_date,7,claude-3-haiku,30,The_Monitor_Sun__Nov_6__1994_ (8).png
731,1,newspaper_date,7,claude-3-haiku,31,The_News_Tribune_Sun__Mar_27__2011_ (17).png
732,1,newspaper_date,7,claude-3-haiku,32,The_Palm_Beach_Post_Sun__May_22__1994_ (60).png
733,1,newspaper_date,7,claude-3-haiku,33,The_Sentinel_Sun__Jun_29__1997_ (2).png
734,1,newspaper_date,7,claude-3-haiku,34,The_Sentinel_Sun__Nov_16__1997_.png
735,1,newspaper_date,8,claude-3-5-sonnet,0,Arizona_Republic_Sun__Dec_17__2000_ (15).png
736,1,newspaper_date,8,claude-3-5-sonnet,1,Austin_American_Statesman_Sun__Aug_3__2014_ (10).png
737,1,newspaper_date,8,claude-3-5-sonnet,2,Austin_American_Statesman_Sun__Feb_22__2015_ (1).png
738,1,newspaper_date,8,claude-3-5-sonnet,3,Austin_American_Statesman_Sun__Jan_12__2014_ (10).png
739,1,newspaper_date,8,claude-3-5-sonnet,4,Austin_American_Statesman_Sun__Nov_23__2014_ (11).png
740,1,newspaper_date,8,claude-3-5-sonnet,5,Chicago_Tribune_Sun__May_28__1995_ (30).png
741,1,newspaper_date,8,claude-3-5-sonnet,6,Chicago_Tribune_Sun__Oct_30__1994_ (29).png
742,1,newspaper_date,8,claude-3-5-sonnet,7,Daily_News_Sun__Apr_13__2008_ (6).png
743,1,newspaper_date,8,claude-3-5-sonnet,8,Daily_News_Sun__Apr_25__2010_ (11).png
744,1,newspaper_date,8,claude-3-5-sonnet,9,Daily_News_Sun__Jun_17__2012_ (2).png
745,1,newspaper_date,8,claude-3-5-sonnet,10,Daily_News_Sun__Jun_9__2013_.png
746,1,newspaper_date,8,claude-3-5-sonnet,11,Daily_News_Sun__Mar_11__2012_ (17).png
747,1,newspaper_date,8,claude-3-5-sonnet,12,Daily_News_Sun__Mar_30__2014_ (2).png
748,1,newspaper_date,8,claude-3-5-sonnet,13,Daily_News_Sun__May_15__2016_ (12).png
749,1,newspaper_date,8,claude-3-5-sonnet,14,Daily_News_Sun__Oct_14__2007_ (8).png
750,1,newspaper_date,8,claude-3-5-sonnet,15,Daily_News_Sun__Oct_18__2009_ (33).png
751,1,newspaper_date,8,claude-3-5-sonnet,16,Honolulu_Star_Advertiser_Sun__Oct_9__2016_ (4).png
752,1,newspaper_date,8,claude-3-5-sonnet,17,Messenger_Inquirer_Sun__Oct_12__1997_ (5).png
753,1,newspaper_date,8,claude-3-5-sonnet,18,Statesman_Journal_Sun__Jan_17__1999_ (22).png
754,1,newspaper_date,8,claude-3-5-sonnet,19,Statesman_Journal_Sun__Nov_8__1998_ (24).png
755,1,newspaper_date,8,claude-3-5-sonnet,20,Statesman_Journal_Sun__Sep_5__1999_ (16).png
756,1,newspaper_date,8,claude-3-5-sonnet,21,The_Arizona_Republic_Sun__Mar_5__2000_ (32).png
757,1,newspaper_date,8,claude-3-5-sonnet,22,The_Californian_Sun__May_31__1998_ (7).png
758,1,newspaper_date,8,claude-3-5-sonnet,23,The_Honolulu_Advertiser_Sun__Feb_9__1997_ (11).png
759,1,newspaper_date,8,claude-3-5-sonnet,24,The_Honolulu_Advertiser_Sun__Mar_21__2004_ (15).png
760,1,newspaper_date,8,claude-3-5-sonnet,25,The_Honolulu_Advertiser_Sun__Mar_9__2003_ (2).png
761,1,newspaper_date,8,claude-3-5-sonnet,26,The_Honolulu_Advertiser_Sun__May_26__2002_ (1).png
762,1,newspaper_date,8,claude-3-5-sonnet,27,The_Honolulu_Advertiser_Sun__Sep_28__1997_ (16).png
763,1,newspaper_date,8,claude-3-5-sonnet,28,The_Kansas_City_Star_Sun__Apr_3__2005_ (2).png
764,1,newspaper_date,8,claude-3-5-sonnet,29,The_Kansas_City_Star_Sun__Sep_15__2002_ (2).png
765,1,newspaper_date,8,claude-3-5-sonnet,30,The_Monitor_Sun__Nov_6__1994_ (8).png
766,1,newspaper_date,8,claude-3-5-sonnet,31,The_News_Tribune_Sun__Mar_27__2011_ (17).png
767,1,newspaper_date,8,claude-3-5-sonnet,32,The_Palm_Beach_Post_Sun__May_22__1994_ (60).png
768,1,newspaper_date,8,claude-3-5-sonnet,33,The_Sentinel_Sun__Jun_29__1997_ (2).png
769,1,newspaper_date,8,claude-3-5-sonnet,34,The_Sentinel_Sun__Nov_16__1997_.png
770,1,newspaper_date,9,claude-3-7-sonnet,0,Arizona_Republic_Sun__Dec_17__2000_ (15).png
771,1,newspaper_date,9,claude-3-7-sonnet,1,Austin_American_Statesman_Sun__Aug_3__2014_ (10).png
772,1,newspaper_date,9,claude-3-7-sonnet,2,Austin_American_Statesman_Sun__Feb_22__2015_ (1).png
773,1,newspaper_date,9,claude-3-7-sonnet,3,Austin_American_Statesman_Sun__Jan_12__2014_ (10).png
774,1,newspaper_date,9,claude-3-7-sonnet,4,Austin_American_Statesman_Sun__Nov_23__2014_ (11).png
775,1,newspaper_date,9,claude-3-7-sonnet,5,Chicago_Tribune_Sun__May_28__1995_ (30).png
776,1,newspaper_date,9,claude-3-7-sonnet,6,Chicago_Tribune_Sun__Oct_30__1994_ (29).png
777,1,newspaper_date,9,claude-3-7-sonnet,7,Daily_News_Sun__Apr_13__2008_ (6).png
778,1,newspaper_date,9,claude-3-7-sonnet,8,Daily_News_Sun__Apr_25__2010_ (11).png
779,1,newspaper_date,9,claude-3-7-sonnet,9,Daily_News_Sun__Jun_17__2012_ (2).png
780,1,newspaper_date,9,claude-3-7-sonnet,10,Daily_News_Sun__Jun_9__2013_.png
781,1,newspaper_date,9,claude-3-7-sonnet,11,Daily_News_Sun__Mar_11__2012_ (17).png
782,1,newspaper_date,9,claude-3-7-sonnet,12,Daily_News_Sun__Mar_30__2014_ (2).png
783,1,newspaper_date,9,claude-3-7-sonnet,13,Daily_News_Sun__May_15__2016_ (12).png
784,1,newspaper_date,9,claude-3-7-sonnet,14,Daily_News_Sun__Oct_14__2007_ (8).png
785,1,newspaper_date,9,claude-3-7-sonnet,15,Daily_News_Sun__Oct_18__2009_ (33).png
786,1,newspaper_date,9,claude-3-7-sonnet,16,Honolulu_Star_Advertiser_Sun__Oct_9__2016_ (4).png
787,1,newspaper_date,9,claude-3-7-sonnet,17,Messenger_Inquirer_Sun__Oct_12__1997_ (5).png
788,1,newspaper_date,9,claude-3-7-sonnet,18,Statesman_Journal_Sun__Jan_17__1999_ (22).png
789,1,newspaper_date,9,claude-3-7-sonnet,19,Statesman_Journal_Sun__Nov_8__1998_ (24).png
790,1,newspaper_date,9,claude-3-7-sonnet,20,Statesman_Journal_Sun__Sep_5__1999_ (16).png
791,1,newspaper_date,9,claude-3-7-sonnet,21,The_Arizona_Republic_Sun__Mar_5__2000_ (32).png
792,1,newspaper_date,9,claude-3-7-sonnet,22,The_Californian_Sun__May_31__1998_ (7).png
793,1,newspaper_date,9,claude-3-7-sonnet,23,The_Honolulu_Advertiser_Sun__Feb_9__1997_ (11).png
794,1,newspaper_date,9,claude-3-7-sonnet,24,The_Honolulu_Advertiser_Sun__Mar_21__2004_ (15).png
795,1,newspaper_date,9,claude-3-7-sonnet,25,The_Honolulu_Advertiser_Sun__Mar_9__2003_ (2).png
796,1,newspaper_date,9,claude-3-7-sonnet,26,The_Honolulu_Advertiser_Sun__May_26__2002_ (1).png
797,1,newspaper_date,9,claude-3-7-sonnet,27,The_Honolulu_Advertiser_Sun__Sep_28__1997_ (16).png
798,1,newspaper_date,9,claude-3-7-sonnet,28,The_Kansas_City_Star_Sun__Apr_3__2005_ (2).png
799,1,newspaper_date,9,claude-3-7-sonnet,29,The_Kansas_City_Star_Sun__Sep_15__2002_ (2).png
800,1,newspaper_date,9,claude-3-7-sonnet,30,The_Monitor_Sun__Nov_6__1994_ (8).png
801,1,newspaper_date,9,claude-3-7-sonnet,31,The_News_Tribune_Sun__Mar_27__2011_ (17).png
802,1,newspaper_date,9,claude-3-7-sonnet,32,The_Palm_Beach_Post_Sun__May_22__1994_ (60).png
803,1,newspaper_date,9,claude-3-7-sonnet,33,The_Sentinel_Sun__Jun_29__1997_ (2).png
804,1,newspaper_date,9,claude-3-7-sonnet,34,The_Sentinel_Sun__Nov_16__1997_.png
805,1,newspaper_date,10,claude-4-sonnet,0,Arizona_Republic_Sun__Dec_17__2000_ (15).png
806,1,newspaper_date,10,claude-4-sonnet,1,Austin_American_Statesman_Sun__Aug_3__2014_ (10).png
807,1,newspaper_date,10,claude-4-sonnet,2,Austin_American_Statesman_Sun__Feb_22__2015_ (1).png
